id,hotel_id,room_type,description,price_per_night,capacity,amenities
90,23,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",552,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
91,23,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",911,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
92,24,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",151,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
93,24,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",207,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
94,24,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",455,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
95,24,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",2792,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
96,25,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",173,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
97,25,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",248,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
98,25,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",409,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
99,26,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",148,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
100,26,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",237,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
101,26,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",334,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
102,26,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",624,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
103,27,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",189,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
104,27,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",484,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
105,27,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",689,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
106,28,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",129,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
107,28,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",206,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
108,28,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",379,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
109,29,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",149,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
110,29,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",300,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
111,29,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",399,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
112,29,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",661,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
113,29,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",3945,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
114,30,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",122,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
115,30,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",212,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
116,30,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",431,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
117,30,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",744,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
118,30,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",985,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
119,31,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",153,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
120,31,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",294,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
121,31,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",438,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
122,31,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",606,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
123,31,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",1600,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
124,32,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",182,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
125,32,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",249,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
126,32,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",391,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
127,32,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",663,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
128,32,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",3900,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
129,33,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",188,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
130,33,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",785,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
131,33,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1347,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
132,33,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",2809,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
133,34,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",170,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
134,34,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",247,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
135,34,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",493,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
136,34,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",2076,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
137,35,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",136,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
138,35,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",288,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
139,35,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",691,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
140,35,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",1259,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
141,35,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",2782,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
142,36,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",133,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
143,36,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",265,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
144,36,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",370,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
145,37,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",176,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
146,37,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",295,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
147,37,Chambre Deluxe,"Chambre de 35 m² entièrement rénovée, décorée par un designer reconnu. Fenêtres panoramiques, lit king-size, walk-in closet et salle de bain dotée d'une douche chromothérapie.",360,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
148,38,Chambre Classique,"Chambre confortable de 22 m², décorée avec soin, dotée d'un lit double ou twin, d'une salle de bain privative avec douche, de la climatisation et d'une connexion Wi-Fi haut débit.",126,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
149,38,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",1221,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
150,38,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",2100,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
151,39,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",145,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
152,39,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",574,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
153,39,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",1348,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
154,39,Suite Royale,"L'apogée du luxe : 140 m² déployés sur un étage, avec grand salon de réception, bureau directorial, chambre principale et seconde chambre d'appoint, deux salles de bain en onyx et terrasse panoramique.",2584,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
155,40,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",131,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
156,40,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",270,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
157,40,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",633,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
158,40,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",3376,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
159,41,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",191,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
160,41,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",242,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
161,41,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",630,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
162,41,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",888,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
163,41,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",3591,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
164,42,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",152,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
165,42,Chambre Supérieure,"Espace de 28 m² rehaussé de touches décoratives élégantes : parquet, moulures, mobilier chiné. Coin salon séparé, nespresso, et accès au club lounge de l'hôtel inclus.",218,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
166,42,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",380,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
167,42,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",683,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
168,42,Suite Prestige,"Une suite de 85 m² pensée comme un appartement de luxe : deux salles de bain, une cuisine équipée, un salon avec système home cinéma et une terrasse aménagée avec bain à remous.",870,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
169,43,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",140,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
170,43,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",315,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
171,43,Junior Suite,"Suite de 55 m² composée d'un salon lumineux et d'une chambre séparée. Terrasse privative avec mobilier de jardin, salle de bain en marbre, hammam et produits de soin exclusifs.",773,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
172,43,Suite Royale,"Suite signature de l'établissement, 120 m² habillés de matériaux nobles — marbre de Carrare, soieries et bois précieux. Service de majordome 24h/24, transfert en limousine et accès au spa privatif.",2584,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée,Majordome,Spa privatif,Transfert limousine"
173,44,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",131,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
174,44,Chambre Supérieure,"Chambre spacieuse de 30 m² avec vue sur la cour intérieure ou les toits de la ville. Literie premium, salle de bain avec baignoire et douche séparées, peignoirs et produits de toilette de luxe.",200,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs"
175,44,Chambre Deluxe,"Chambre premium de 38 m² bénéficiant d'une vue dégagée. Literie cinq étoiles, salle de bain en marbre avec douche à l'italienne et baignoire îlot, plateau de courtoisie garni.",457,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso"
176,44,Junior Suite,"50 m² de raffinement absolu : dressing privatif, salon avec canapé convertible, salle à manger compacte et salle de bain double vasque avec vue plongeante sur la ville.",752,3,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé"
177,44,Suite Prestige,"Suite de 90 m² au dernier étage, offrant une vue à 180° sur les monuments et les toits. Salon de réception, salle à manger privée, chambre aux volumes majestueux et salle de bain spa avec jacuzzi.",950,4,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort,Baignoire,Peignoirs,Service en chambre,Nespresso,Terrasse,Salon privé,Jacuzzi,Conciergerie dédiée"
178,45,Chambre Classique,"Chambre intime de 20 m² aux tons neutres et apaisants, équipée d'un bureau de travail, d'une télévision écran plat et d'un minibar. Idéale pour un séjour d'affaires ou de loisirs.",167,2,"Wi-Fi,Climatisation,TV,Minibar,Coffre-fort"
